txn_id,investor_id,scheme_code,state,city_tier,investor_age,income_bracket,txn_type,amount_inr,txn_date
TXN-011512,INV-01513,124059,Karnataka,Tier 2,35,12-25L,SIP,22924,2022-01-19
TXN-011513,INV-01514,124182,Tamil Nadu,Tier 3,49,25L+,SIP,42734,2022-01-20
TXN-011514,INV-01515,124305,Delhi,Tier 1,64,5-12L,SIP,13011,2022-01-21
TXN-011515,INV-01516,124428,Gujarat,Tier 2,57,12-25L,Lumpsum,435736,2022-01-24
TXN-011516,INV-01517,124551,Uttar Pradesh,Tier 3,43,12-25L,Lumpsum,225597,2022-01-25
TXN-011517,INV-01518,124674,West Bengal,Tier 1,42,25L+,SIP,40604,2022-01-26
TXN-011518,INV-01519,124797,Telangana,Tier 2,46,5-12L,SIP,26811,2022-01-27
TXN-011519,INV-01520,124920,Rajasthan,Tier 3,52,5-12L,SIP,15073,2022-01-28
TXN-011520,INV-01521,120123,Kerala,Tier 1,58,5-12L,SIP,13232,2022-01-31
TXN-011521,INV-01522,120246,Punjab,Tier 2,34,5-12L,SIP,17928,2022-02-01
TXN-011522,INV-01523,120369,Haryana,Tier 3,23,12-25L,SIP,12364,2022-02-02
TXN-011523,INV-01524,120492,Maharashtra,Tier 1,44,5-12L,SIP,3652,2022-02-03
TXN-011524,INV-01525,120615,Karnataka,Tier 2,44,5-12L,SIP,39686,2022-02-04
TXN-011525,INV-01526,120738,Tamil Nadu,Tier 3,40,5-12L,SIP,9081,2022-02-07
TXN-011526,INV-01527,120861,Delhi,Tier 1,31,25L+,SIP,41775,2022-02-08
TXN-011527,INV-01528,120984,Gujarat,Tier 2,49,12-25L,Lumpsum,83202,2022-02-09
TXN-011528,INV-01529,121107,Uttar Pradesh,Tier 3,37,25L+,Redemption,29314,2022-02-10
TXN-011529,INV-01530,121230,West Bengal,Tier 1,49,25L+,Lumpsum,45144,2022-02-11
TXN-011530,INV-01531,121353,Telangana,Tier 2,26,12-25L,SIP,12671,2022-02-14
TXN-011531,INV-01532,121476,Rajasthan,Tier 3,61,25L+,Lumpsum,274112,2022-02-15
TXN-011532,INV-01533,121599,Kerala,Tier 1,39,5-12L,Redemption,41962,2022-02-16
TXN-011533,INV-01534,121722,Punjab,Tier 2,61,5-12L,Lumpsum,113988,2022-02-17
TXN-011534,INV-01535,121845,Haryana,Tier 3,28,5-12L,SIP,39946,2022-02-18
TXN-011535,INV-01536,121968,Maharashtra,Tier 1,31,12-25L,SIP,17033,2022-02-21
TXN-011536,INV-01537,122091,Karnataka,Tier 2,38,5-12L,Lumpsum,295379,2022-02-22
TXN-011537,INV-01538,122214,Tamil Nadu,Tier 3,43,25L+,SIP,17733,2022-02-23
TXN-011538,INV-01539,122337,Delhi,Tier 1,49,5-12L,SIP,13361,2022-02-24
TXN-011539,INV-01540,122460,Gujarat,Tier 2,61,12-25L,Lumpsum,316349,2022-02-25
TXN-011540,INV-01541,122583,Uttar Pradesh,Tier 3,23,5-12L,SIP,4481,2022-02-28
TXN-011541,INV-01542,122706,West Bengal,Tier 1,59,25L+,SIP,36084,2022-03-01
TXN-011542,INV-01543,122829,Telangana,Tier 2,50,12-25L,SIP,3015,2022-03-02
TXN-011543,INV-01544,122952,Rajasthan,Tier 3,40,25L+,SIP,16442,2022-03-03
TXN-011544,INV-01545,123075,Kerala,Tier 1,35,25L+,Lumpsum,258031,2022-03-04
TXN-011545,INV-01546,123198,Punjab,Tier 2,57,12-25L,SIP,16216,2022-03-07
TXN-011546,INV-01547,123321,Haryana,Tier 3,36,5-12L,SIP,15615,2022-03-08
TXN-011547,INV-01548,123444,Maharashtra,Tier 1,32,25L+,Lumpsum,135833,2022-03-09
TXN-011548,INV-01549,123567,Karnataka,Tier 2,43,12-25L,SIP,42876,2022-03-10
TXN-011549,INV-01550,123690,Tamil Nadu,Tier 3,64,25L+,SIP,49052,2022-03-11
TXN-011550,INV-01551,123813,Delhi,Tier 1,54,5-12L,SIP,41321,2022-03-14
TXN-011551,INV-01552,123936,Gujarat,Tier 2,60,5-12L,SIP,43046,2022-03-15
TXN-011552,INV-01553,124059,Uttar Pradesh,Tier 3,25,5-12L,Lumpsum,115319,2022-03-16
TXN-011553,INV-01554,124182,West Bengal,Tier 1,37,5-12L,SIP,2165,2022-03-17
TXN-011554,INV-01555,124305,Telangana,Tier 2,60,25L+,Lumpsum,182064,2022-03-18
TXN-011555,INV-01556,124428,Rajasthan,Tier 3,28,25L+,Lumpsum,219026,2022-03-21
TXN-011556,INV-01557,124551,Kerala,Tier 1,37,25L+,SIP,6236,2022-03-22
TXN-011557,INV-01558,124674,Punjab,Tier 2,60,25L+,SIP,3780,2022-03-23
TXN-011558,INV-01559,124797,Haryana,Tier 3,60,5-12L,SIP,31174,2022-03-24
TXN-011559,INV-01560,124920,Maharashtra,Tier 1,58,25L+,SIP,28606,2022-03-25
TXN-011560,INV-01561,120123,Karnataka,Tier 2,51,12-25L,Lumpsum,215634,2022-03-28
TXN-011561,INV-01562,120246,Tamil Nadu,Tier 3,43,25L+,SIP,3676,2022-03-29
TXN-011562,INV-01563,120369,Delhi,Tier 1,27,5-12L,Lumpsum,455881,2022-03-30
TXN-011563,INV-01564,120492,Gujarat,Tier 2,33,25L+,SIP,37709,2022-03-31
TXN-011564,INV-01565,120615,Uttar Pradesh,Tier 3,56,5-12L,SIP,10803,2022-04-01
TXN-011565,INV-01566,120738,West Bengal,Tier 1,54,12-25L,SIP,3825,2022-04-04
TXN-011566,INV-01567,120861,Telangana,Tier 2,65,25L+,SIP,14363,2022-04-05
TXN-011567,INV-01568,120984,Rajasthan,Tier 3,45,12-25L,SIP,36143,2022-04-06
TXN-011568,INV-01569,121107,Kerala,Tier 1,40,5-12L,SIP,22712,2022-04-07
TXN-011569,INV-01570,121230,Punjab,Tier 2,40,5-12L,Lumpsum,436900,2022-04-08
TXN-011570,INV-01571,121353,Haryana,Tier 3,30,5-12L,SIP,19058,2022-04-11
TXN-011571,INV-01572,121476,Maharashtra,Tier 1,25,5-12L,SIP,38011,2022-04-12
TXN-011572,INV-01573,121599,Karnataka,Tier 2,31,5-12L,Redemption,38699,2022-04-13
TXN-011573,INV-01574,121722,Tamil Nadu,Tier 3,67,12-25L,SIP,23849,2022-04-14
TXN-011574,INV-01575,121845,Delhi,Tier 1,28,5-12L,SIP,37559,2022-04-15
TXN-011575,INV-01576,121968,Gujarat,Tier 2,67,5-12L,SIP,10672,2022-04-18
TXN-011576,INV-01577,122091,Uttar Pradesh,Tier 3,30,25L+,Redemption,14441,2022-04-19
TXN-011577,INV-01578,122214,West Bengal,Tier 1,44,5-12L,SIP,14139,2022-04-20
TXN-011578,INV-01579,122337,Telangana,Tier 2,51,5-12L,SIP,45003,2022-04-21
TXN-011579,INV-01580,122460,Rajasthan,Tier 3,53,25L+,Lumpsum,221790,2022-04-22
TXN-011580,INV-01581,122583,Kerala,Tier 1,35,5-12L,SIP,45663,2022-04-25
TXN-011581,INV-01582,122706,Punjab,Tier 2,62,5-12L,SIP,43571,2022-04-26
TXN-011582,INV-01583,122829,Haryana,Tier 3,47,25L+,SIP,10400,2022-04-27
TXN-011583,INV-01584,122952,Maharashtra,Tier 1,37,12-25L,SIP,35423,2022-04-28
TXN-011584,INV-01585,123075,Karnataka,Tier 2,66,12-25L,Redemption,17255,2022-04-29
TXN-011585,INV-01586,123198,Tamil Nadu,Tier 3,56,5-12L,SIP,32753,2022-05-02
TXN-011586,INV-01587,123321,Delhi,Tier 1,55,5-12L,SIP,34990,2022-05-03
TXN-011587,INV-01588,123444,Gujarat,Tier 2,25,12-25L,SIP,30971,2022-05-04
TXN-011588,INV-01589,123567,Uttar Pradesh,Tier 3,61,5-12L,SIP,45544,2022-05-05
TXN-011589,INV-01590,123690,West Bengal,Tier 1,37,5-12L,Lumpsum,387511,2022-05-06
TXN-011590,INV-01591,123813,Telangana,Tier 2,48,5-12L,SIP,36216,2022-05-09
TXN-011591,INV-01592,123936,Rajasthan,Tier 3,63,5-12L,Lumpsum,364991,2022-05-10
TXN-011592,INV-01593,124059,Kerala,Tier 1,52,12-25L,SIP,45593,2022-05-11
TXN-011593,INV-01594,124182,Punjab,Tier 2,54,5-12L,SIP,34116,2022-05-12
TXN-011594,INV-01595,124305,Haryana,Tier 3,53,25L+,SIP,44277,2022-05-13
TXN-011595,INV-01596,124428,Maharashtra,Tier 1,40,25L+,SIP,31921,2022-05-16
TXN-011596,INV-01597,124551,Karnataka,Tier 2,59,5-12L,Lumpsum,215095,2022-05-17
TXN-011597,INV-01598,124674,Tamil Nadu,Tier 3,40,25L+,SIP,13643,2022-05-18
TXN-011598,INV-01599,124797,Delhi,Tier 1,35,5-12L,SIP,25580,2022-05-19
TXN-011599,INV-01600,124920,Gujarat,Tier 2,28,12-25L,SIP,37452,2022-05-20
TXN-011600,INV-01601,120123,Uttar Pradesh,Tier 3,44,5-12L,SIP,3068,2022-05-23
TXN-011601,INV-01602,120246,West Bengal,Tier 1,56,25L+,SIP,23322,2022-05-24
TXN-011602,INV-01603,120369,Telangana,Tier 2,54,12-25L,SIP,18041,2022-05-25
TXN-011603,INV-01604,120492,Rajasthan,Tier 3,33,5-12L,SIP,44577,2022-05-26
TXN-011604,INV-01605,120615,Kerala,Tier 1,41,5-12L,SIP,29453,2022-05-27
TXN-011605,INV-01606,120738,Punjab,Tier 2,29,5-12L,SIP,13182,2022-05-30
TXN-011606,INV-01607,120861,Haryana,Tier 3,56,12-25L,Lumpsum,70103,2022-05-31
TXN-011607,INV-01608,120984,Maharashtra,Tier 1,31,25L+,SIP,38752,2022-06-01
TXN-011608,INV-01609,121107,Karnataka,Tier 2,66,5-12L,SIP,36802,2022-06-02
TXN-011609,INV-01610,121230,Tamil Nadu,Tier 3,33,25L+,SIP,47994,2022-06-03
TXN-011610,INV-01611,121353,Delhi,Tier 1,39,5-12L,SIP,10548,2022-06-06
TXN-011611,INV-01612,121476,Gujarat,Tier 2,27,25L+,SIP,14780,2022-06-07
TXN-011612,INV-01613,121599,Uttar Pradesh,Tier 3,51,12-25L,Lumpsum,198264,2022-06-08
TXN-011613,INV-01614,121722,West Bengal,Tier 1,56,25L+,Lumpsum,145344,2022-06-09
TXN-011614,INV-01615,121845,Telangana,Tier 2,29,25L+,SIP,17236,2022-06-10
TXN-011615,INV-01616,121968,Rajasthan,Tier 3,45,5-12L,SIP,16486,2022-06-13
TXN-011616,INV-01617,122091,Kerala,Tier 1,31,12-25L,Redemption,10123,2022-06-14
TXN-011617,INV-01618,122214,Punjab,Tier 2,30,5-12L,SIP,25188,2022-06-15
TXN-011618,INV-01619,122337,Haryana,Tier 3,38,25L+,SIP,8105,2022-06-16
TXN-011619,INV-01620,122460,Maharashtra,Tier 1,26,12-25L,SIP,43783,2022-06-17
TXN-011620,INV-01621,122583,Karnataka,Tier 2,67,12-25L,SIP,42199,2022-06-20
TXN-011621,INV-01622,122706,Tamil Nadu,Tier 3,29,25L+,Lumpsum,269250,2022-06-21
TXN-011622,INV-01623,122829,Delhi,Tier 1,49,5-12L,Lumpsum,299164,2022-06-22
TXN-011623,INV-01624,122952,Gujarat,Tier 2,26,12-25L,Lumpsum,175576,2022-06-23
TXN-011624,INV-01625,123075,Uttar Pradesh,Tier 3,46,25L+,Lumpsum,344130,2022-06-24
TXN-011625,INV-01626,123198,West Bengal,Tier 1,55,12-25L,SIP,5787,2022-06-27
TXN-011626,INV-01627,123321,Telangana,Tier 2,38,12-25L,SIP,44385,2022-06-28
TXN-011627,INV-01628,123444,Rajasthan,Tier 3,66,12-25L,SIP,17747,2022-06-29
TXN-011628,INV-01629,123567,Kerala,Tier 1,53,12-25L,SIP,18285,2022-06-30
TXN-011629,INV-01630,123690,Punjab,Tier 2,48,25L+,SIP,18772,2022-07-01
TXN-011630,INV-01631,123813,Haryana,Tier 3,39,25L+,Lumpsum,258737,2022-07-04
TXN-011631,INV-01632,123936,Maharashtra,Tier 1,47,25L+,SIP,47841,2022-07-05
TXN-011632,INV-01633,124059,Karnataka,Tier 2,58,5-12L,SIP,42766,2022-07-06
TXN-011633,INV-01634,124182,Tamil Nadu,Tier 3,56,5-12L,Redemption,39656,2022-07-07
TXN-011634,INV-01635,124305,Delhi,Tier 1,30,25L+,SIP,12444,2022-07-08
TXN-011635,INV-01636,124428,Gujarat,Tier 2,27,25L+,SIP,24608,2022-07-11
TXN-011636,INV-01637,124551,Uttar Pradesh,Tier 3,24,25L+,SIP,15429,2022-07-12
TXN-011637,INV-01638,124674,West Bengal,Tier 1,63,25L+,SIP,4470,2022-07-13
TXN-011638,INV-01639,124797,Telangana,Tier 2,36,5-12L,Lumpsum,132950,2022-07-14
TXN-011639,INV-01640,124920,Rajasthan,Tier 3,49,5-12L,SIP,1277,2022-07-15
TXN-011640,INV-01641,120123,Kerala,Tier 1,35,12-25L,SIP,8925,2022-07-18
TXN-011641,INV-01642,120246,Punjab,Tier 2,48,5-12L,SIP,11386,2022-07-19
TXN-011642,INV-01643,120369,Haryana,Tier 3,38,5-12L,SIP,36463,2022-07-20
TXN-011643,INV-01644,120492,Maharashtra,Tier 1,48,5-12L,SIP,12882,2022-07-21
TXN-011644,INV-01645,120615,Karnataka,Tier 2,65,5-12L,SIP,16552,2022-07-22
TXN-011645,INV-01646,120738,Tamil Nadu,Tier 3,39,25L+,Lumpsum,400662,2022-07-25
TXN-011646,INV-01647,120861,Delhi,Tier 1,61,25L+,SIP,8977,2022-07-26
TXN-011647,INV-01648,120984,Gujarat,Tier 2,31,12-25L,SIP,42420,2022-07-27
TXN-011648,INV-01649,121107,Uttar Pradesh,Tier 3,48,25L+,SIP,5513,2022-07-28
TXN-011649,INV-01650,121230,West Bengal,Tier 1,52,12-25L,SIP,43098,2022-07-29
TXN-011650,INV-01651,121353,Telangana,Tier 2,65,5-12L,SIP,1210,2022-08-01
TXN-011651,INV-01652,121476,Rajasthan,Tier 3,30,5-12L,Lumpsum,253029,2022-08-02
TXN-011652,INV-01653,121599,Kerala,Tier 1,50,25L+,Redemption,32772,2022-08-03
TXN-011653,INV-01654,121722,Punjab,Tier 2,39,12-25L,SIP,44111,2022-08-04
TXN-011654,INV-01655,121845,Haryana,Tier 3,33,12-25L,SIP,32650,2022-08-05
TXN-011655,INV-01656,121968,Maharashtra,Tier 1,46,5-12L,SIP,22337,2022-08-08
TXN-011656,INV-01657,122091,Karnataka,Tier 2,31,25L+,Lumpsum,183650,2022-08-09
TXN-011657,INV-01658,122214,Tamil Nadu,Tier 3,62,5-12L,SIP,49287,2022-08-10
TXN-011658,INV-01659,122337,Delhi,Tier 1,51,5-12L,Redemption,45982,2022-08-11
TXN-011659,INV-01660,122460,Gujarat,Tier 2,26,12-25L,Lumpsum,343265,2022-08-12
TXN-011660,INV-01661,122583,Uttar Pradesh,Tier 3,25,12-25L,SIP,7521,2022-08-15
TXN-011661,INV-01662,122706,West Bengal,Tier 1,34,5-12L,SIP,17747,2022-08-16
TXN-011662,INV-01663,122829,Telangana,Tier 2,41,25L+,SIP,33848,2022-08-17
TXN-011663,INV-01664,122952,Rajasthan,Tier 3,50,5-12L,Lumpsum,106248,2022-08-18
TXN-011664,INV-01665,123075,Kerala,Tier 1,22,12-25L,SIP,40817,2022-08-19
TXN-011665,INV-01666,123198,Punjab,Tier 2,48,25L+,SIP,33563,2022-08-22
TXN-011666,INV-01667,123321,Haryana,Tier 3,22,25L+,SIP,39360,2022-08-23
TXN-011667,INV-01668,123444,Maharashtra,Tier 1,48,25L+,SIP,20366,2022-08-24
TXN-011668,INV-01669,123567,Karnataka,Tier 2,45,5-12L,SIP,20134,2022-08-25
TXN-011669,INV-01670,123690,Tamil Nadu,Tier 3,54,25L+,SIP,4462,2022-08-26
TXN-011670,INV-01671,123813,Delhi,Tier 1,63,5-12L,SIP,15401,2022-08-29
TXN-011671,INV-01672,123936,Gujarat,Tier 2,61,12-25L,SIP,15416,2022-08-30
TXN-011672,INV-01673,124059,Uttar Pradesh,Tier 3,27,12-25L,SIP,24196,2022-08-31
TXN-011673,INV-01674,124182,West Bengal,Tier 1,48,12-25L,SIP,36283,2022-09-01
TXN-011674,INV-01675,124305,Telangana,Tier 2,28,12-25L,Lumpsum,83221,2022-09-02
TXN-011675,INV-01676,124428,Rajasthan,Tier 3,22,12-25L,SIP,30537,2022-09-05
TXN-011676,INV-01677,124551,Kerala,Tier 1,63,12-25L,Lumpsum,185464,2022-09-06
TXN-011677,INV-01678,124674,Punjab,Tier 2,32,5-12L,Redemption,19027,2022-09-07
TXN-011678,INV-01679,124797,Haryana,Tier 3,29,5-12L,SIP,44354,2022-09-08
TXN-011679,INV-01680,124920,Maharashtra,Tier 1,63,5-12L,SIP,20570,2022-09-09
TXN-011680,INV-01681,120123,Karnataka,Tier 2,61,12-25L,Redemption,2881,2022-09-12
TXN-011681,INV-01682,120246,Tamil Nadu,Tier 3,32,5-12L,SIP,33780,2022-09-13
TXN-011682,INV-01683,120369,Delhi,Tier 1,65,25L+,Redemption,17609,2022-09-14
TXN-011683,INV-01684,120492,Gujarat,Tier 2,23,5-12L,SIP,48888,2022-09-15
TXN-011684,INV-01685,120615,Uttar Pradesh,Tier 3,51,25L+,SIP,30621,2022-09-16
TXN-011685,INV-01686,120738,West Bengal,Tier 1,28,5-12L,SIP,19507,2022-09-19
TXN-011686,INV-01687,120861,Telangana,Tier 2,28,12-25L,SIP,43561,2022-09-20
TXN-011687,INV-01688,120984,Rajasthan,Tier 3,36,25L+,Lumpsum,171955,2022-09-21
TXN-011688,INV-01689,121107,Kerala,Tier 1,24,12-25L,SIP,14578,2022-09-22
TXN-011689,INV-01690,121230,Punjab,Tier 2,28,25L+,SIP,43642,2022-09-23
TXN-011690,INV-01691,121353,Haryana,Tier 3,24,25L+,Lumpsum,46756,2022-09-26
TXN-011691,INV-01692,121476,Maharashtra,Tier 1,49,25L+,SIP,43144,2022-09-27
TXN-011692,INV-01693,121599,Karnataka,Tier 2,25,25L+,Redemption,19943,2022-09-28
TXN-011693,INV-01694,121722,Tamil Nadu,Tier 3,47,5-12L,SIP,19660,2022-09-29
TXN-011694,INV-01695,121845,Delhi,Tier 1,30,25L+,Redemption,28847,2022-09-30
TXN-011695,INV-01696,121968,Gujarat,Tier 2,62,12-25L,SIP,5327,2022-10-03
TXN-011696,INV-01697,122091,Uttar Pradesh,Tier 3,43,12-25L,SIP,22191,2022-10-04
TXN-011697,INV-01698,122214,West Bengal,Tier 1,37,25L+,Redemption,10233,2022-10-05
TXN-011698,INV-01699,122337,Telangana,Tier 2,22,12-25L,Lumpsum,196961,2022-10-06
TXN-011699,INV-01700,122460,Rajasthan,Tier 3,54,12-25L,SIP,26259,2022-10-07
TXN-011700,INV-01701,122583,Kerala,Tier 1,46,12-25L,Redemption,6152,2022-10-10
TXN-011701,INV-01702,122706,Punjab,Tier 2,50,12-25L,SIP,48355,2022-10-11
TXN-011702,INV-01703,122829,Haryana,Tier 3,36,25L+,SIP,25869,2022-10-12
TXN-011703,INV-01704,122952,Maharashtra,Tier 1,50,25L+,SIP,47483,2022-10-13
TXN-011704,INV-01705,123075,Karnataka,Tier 2,40,5-12L,SIP,11934,2022-10-14
TXN-011705,INV-01706,123198,Tamil Nadu,Tier 3,60,5-12L,Redemption,6823,2022-10-17
TXN-011706,INV-01707,123321,Delhi,Tier 1,24,5-12L,Lumpsum,455054,2022-10-18
TXN-011707,INV-01708,123444,Gujarat,Tier 2,51,12-25L,SIP,25059,2022-10-19
TXN-011708,INV-01709,123567,Uttar Pradesh,Tier 3,45,12-25L,SIP,12799,2022-10-20
TXN-011709,INV-01710,123690,West Bengal,Tier 1,45,25L+,Redemption,32715,2022-10-21
TXN-011710,INV-01711,123813,Telangana,Tier 2,22,5-12L,Lumpsum,296020,2022-10-24
TXN-011711,INV-01712,123936,Rajasthan,Tier 3,65,5-12L,Lumpsum,289291,2022-10-25
TXN-011712,INV-01713,124059,Kerala,Tier 1,23,5-12L,SIP,2380,2022-10-26
TXN-011713,INV-01714,124182,Punjab,Tier 2,51,5-12L,Lumpsum,204487,2022-10-27
TXN-011714,INV-01715,124305,Haryana,Tier 3,35,5-12L,SIP,44421,2022-10-28
TXN-011715,INV-01716,124428,Maharashtra,Tier 1,50,12-25L,SIP,18036,2022-10-31
TXN-011716,INV-01717,124551,Karnataka,Tier 2,35,25L+,SIP,28076,2022-11-01
TXN-011717,INV-01718,124674,Tamil Nadu,Tier 3,38,25L+,SIP,40038,2022-11-02
TXN-011718,INV-01719,124797,Delhi,Tier 1,50,5-12L,Redemption,20497,2022-11-03
TXN-011719,INV-01720,124920,Gujarat,Tier 2,64,5-12L,SIP,23725,2022-11-04
TXN-011720,INV-01721,120123,Uttar Pradesh,Tier 3,41,25L+,Redemption,1333,2022-11-07
TXN-011721,INV-01722,120246,West Bengal,Tier 1,22,5-12L,SIP,35252,2022-11-08
TXN-011722,INV-01723,120369,Telangana,Tier 2,46,12-25L,SIP,4886,2022-11-09
TXN-011723,INV-01724,120492,Rajasthan,Tier 3,35,12-25L,Lumpsum,80680,2022-11-10
TXN-011724,INV-01725,120615,Kerala,Tier 1,24,12-25L,SIP,24079,2022-11-11
TXN-011725,INV-01726,120738,Punjab,Tier 2,54,5-12L,SIP,9600,2022-11-14
TXN-011726,INV-01727,120861,Haryana,Tier 3,32,5-12L,Redemption,36942,2022-11-15
TXN-011727,INV-01728,120984,Maharashtra,Tier 1,61,12-25L,Redemption,28396,2022-11-16
TXN-011728,INV-01729,121107,Karnataka,Tier 2,42,5-12L,SIP,10610,2022-11-17
TXN-011729,INV-01730,121230,Tamil Nadu,Tier 3,64,25L+,Redemption,4723,2022-11-18
TXN-011730,INV-01731,121353,Delhi,Tier 1,61,5-12L,SIP,14797,2022-11-21
TXN-011731,INV-01732,121476,Gujarat,Tier 2,49,12-25L,Lumpsum,469087,2022-11-22
TXN-011732,INV-01733,121599,Uttar Pradesh,Tier 3,29,25L+,SIP,17910,2022-11-23
TXN-011733,INV-01734,121722,West Bengal,Tier 1,33,5-12L,SIP,46113,2022-11-24
TXN-011734,INV-01735,121845,Telangana,Tier 2,51,25L+,Lumpsum,430435,2022-11-25
TXN-011735,INV-01736,121968,Rajasthan,Tier 3,55,5-12L,SIP,12474,2022-11-28
TXN-011736,INV-01737,122091,Kerala,Tier 1,22,12-25L,SIP,28105,2022-11-29
TXN-011737,INV-01738,122214,Punjab,Tier 2,31,5-12L,SIP,6305,2022-11-30
TXN-011738,INV-01739,122337,Haryana,Tier 3,41,12-25L,SIP,16877,2022-12-01
TXN-011739,INV-01740,122460,Maharashtra,Tier 1,48,25L+,SIP,32691,2022-12-02
TXN-011740,INV-01741,122583,Karnataka,Tier 2,59,12-25L,Lumpsum,329756,2022-12-05
TXN-011741,INV-01742,122706,Tamil Nadu,Tier 3,58,12-25L,SIP,4652,2022-12-06
TXN-011742,INV-01743,122829,Delhi,Tier 1,55,5-12L,SIP,35809,2022-12-07
TXN-011743,INV-01744,122952,Gujarat,Tier 2,54,12-25L,Lumpsum,360198,2022-12-08
TXN-011744,INV-01745,123075,Uttar Pradesh,Tier 3,25,12-25L,SIP,19676,2022-12-09
TXN-011745,INV-01746,123198,West Bengal,Tier 1,42,5-12L,Redemption,12222,2022-12-12
TXN-011746,INV-01747,123321,Telangana,Tier 2,54,5-12L,SIP,11252,2022-12-13
TXN-011747,INV-01748,123444,Rajasthan,Tier 3,45,5-12L,Redemption,26660,2022-12-14
TXN-011748,INV-01749,123567,Kerala,Tier 1,25,25L+,Redemption,11223,2022-12-15
TXN-011749,INV-01750,123690,Punjab,Tier 2,47,5-12L,SIP,40063,2022-12-16
TXN-011750,INV-01751,123813,Haryana,Tier 3,27,5-12L,SIP,16367,2022-12-19
TXN-011751,INV-01752,123936,Maharashtra,Tier 1,55,25L+,Lumpsum,216165,2022-12-20
TXN-011752,INV-01753,124059,Karnataka,Tier 2,42,25L+,SIP,42968,2022-12-21
TXN-011753,INV-01754,124182,Tamil Nadu,Tier 3,45,12-25L,SIP,29998,2022-12-22
TXN-011754,INV-01755,124305,Delhi,Tier 1,67,5-12L,Lumpsum,158537,2022-12-23
TXN-011755,INV-01756,124428,Gujarat,Tier 2,58,5-12L,Lumpsum,459331,2022-12-26
TXN-011756,INV-01757,124551,Uttar Pradesh,Tier 3,39,5-12L,Lumpsum,360862,2022-12-27
TXN-011757,INV-01758,124674,West Bengal,Tier 1,33,5-12L,SIP,42254,2022-12-28
TXN-011758,INV-01759,124797,Telangana,Tier 2,62,12-25L,SIP,36837,2022-12-29
TXN-011759,INV-01760,124920,Rajasthan,Tier 3,26,5-12L,Lumpsum,390328,2022-12-30
TXN-011760,INV-01761,120123,Kerala,Tier 1,60,25L+,SIP,39612,2023-01-02
TXN-011761,INV-01762,120246,Punjab,Tier 2,24,5-12L,SIP,34088,2023-01-03
TXN-011762,INV-01763,120369,Haryana,Tier 3,46,25L+,SIP,10157,2023-01-04
TXN-011763,INV-01764,120492,Maharashtra,Tier 1,56,12-25L,SIP,39244,2023-01-05
TXN-011764,INV-01765,120615,Karnataka,Tier 2,67,25L+,SIP,35569,2023-01-06
TXN-011765,INV-01766,120738,Tamil Nadu,Tier 3,63,12-25L,SIP,10972,2023-01-09
TXN-011766,INV-01767,120861,Delhi,Tier 1,29,12-25L,SIP,41196,2023-01-10
TXN-011767,INV-01768,120984,Gujarat,Tier 2,48,25L+,SIP,32817,2023-01-11
TXN-011768,INV-01769,121107,Uttar Pradesh,Tier 3,65,25L+,SIP,11449,2023-01-12
TXN-011769,INV-01770,121230,West Bengal,Tier 1,67,25L+,SIP,2005,2023-01-13
TXN-011770,INV-01771,121353,Telangana,Tier 2,59,25L+,SIP,48778,2023-01-16
TXN-011771,INV-01772,121476,Rajasthan,Tier 3,53,5-12L,SIP,49819,2023-01-17
TXN-011772,INV-01773,121599,Kerala,Tier 1,22,5-12L,Lumpsum,67567,2023-01-18
TXN-011773,INV-01774,121722,Punjab,Tier 2,57,5-12L,SIP,37361,2023-01-19
TXN-011774,INV-01775,121845,Haryana,Tier 3,32,25L+,SIP,29560,2023-01-20
TXN-011775,INV-01776,121968,Maharashtra,Tier 1,37,5-12L,Redemption,10512,2023-01-23
TXN-011776,INV-01777,122091,Karnataka,Tier 2,47,12-25L,Lumpsum,277584,2023-01-24
TXN-011777,INV-01778,122214,Tamil Nadu,Tier 3,52,12-25L,SIP,5158,2023-01-25
TXN-011778,INV-01779,122337,Delhi,Tier 1,27,5-12L,Lumpsum,225859,2023-01-26
TXN-011779,INV-01780,122460,Gujarat,Tier 2,29,12-25L,SIP,26257,2023-01-27
TXN-011780,INV-01781,122583,Uttar Pradesh,Tier 3,25,12-25L,SIP,28146,2023-01-30
TXN-011781,INV-01782,122706,West Bengal,Tier 1,60,25L+,SIP,43020,2023-01-31
TXN-011782,INV-01783,122829,Telangana,Tier 2,27,5-12L,SIP,44630,2023-02-01
TXN-011783,INV-01784,122952,Rajasthan,Tier 3,22,25L+,SIP,46044,2023-02-02
TXN-011784,INV-01785,123075,Kerala,Tier 1,29,12-25L,SIP,49835,2023-02-03
TXN-011785,INV-01786,123198,Punjab,Tier 2,38,5-12L,SIP,4966,2023-02-06
TXN-011786,INV-01787,123321,Haryana,Tier 3,35,12-25L,SIP,33357,2023-02-07
TXN-011787,INV-01788,123444,Maharashtra,Tier 1,66,12-25L,Redemption,2004,2023-02-08
TXN-011788,INV-01789,123567,Karnataka,Tier 2,34,25L+,SIP,4168,2023-02-09
TXN-011789,INV-01790,123690,Tamil Nadu,Tier 3,24,25L+,SIP,13260,2023-02-10
TXN-011790,INV-01791,123813,Delhi,Tier 1,27,25L+,SIP,21520,2023-02-13
TXN-011791,INV-01792,123936,Gujarat,Tier 2,32,12-25L,Lumpsum,413428,2023-02-14
